Probesets	cold_green_6h	cold_green_24h	cold_roots_6h	cold_roots_24h	osmotic_green_6h	osmotic_green_24h	osmotic_root_6h	osmotic_root_24h	salt_green_6h	salt_green_24h	salt_root_6h	salt_root_24h	drought_green_6h	drought_green_24h	drought_root_6h	drought_root_24h	genotox_green_6h	genotox_green_24h	genotox_root_6h	genotox_root_24h	oxidative_green_6h	oxidative_green_24h	oxidative_root_6h	oxidative_root_24h	UV-B_green_6h	UV-B_green_24h	UV-B_root_6h	UV-B_root_24h	wounding_green_6h	wounding_green_24h	wounding_root_6h	wounding_root_24h	heat_green_3+3h	heat_green_3+21h	heat_root_3+3h	heat_root_3+21h	diurnal_04h.CEL	diurnal_08h.CEL	diurnal_12h.CEL	diurnal_16h.CEL	diurnal_20h.CEL	diurnal_24h.CEL	Sulfate_2h	Sulfate_8h	Sulfate_24h	Pinf_6h	Pinf_24h	DC3000_02h	DC3000_24h	ABA_3h	ABA_30h	ACC_3h	ACC_30h	BL_3h	BL_30h	GA_3h	GA_30h	IAA_3h	IAA_30h	MJ_3h	MJ_30h	ZEA_3h	ZEA_30h	cell_cycle_aph_6h	cell_cycle_aph_8h	cell_cycle_aph_10h	cell_cycle_aph_12h	cell_cycle_aph_14h	cell_cycle_aph_16h	cell_cycle_aph_19h
247450_at	0.26723477	4.046575	2.4991035	2.8761678	-0.9253986	-1.5979075	0.8104726	-0.4387309	-0.31441322	-1.2533495	-0.029670937	-0.6574435	0.12308091	0.7461049	1.0733298	0.31982964	-0.000536	-0.27710378	0.17426956	0.31292439	0.011017208	-0.34373438	0.21786213	0.21616389	-1.3988022	-0.07203533	0.11225955	0.07910703	0.30068478	0.7570375	0.5037438	0.5108425	-0.18823849	-0.16069879	0.38273373	0.117471896	0.15017137	0.15017137	-0.94774	0.15017137	1.5994223	0.15017137	0.06466854	-0.1235216	-0.044714425	-0.75808376	0.0748474	-0.32413667	-2.9613419	-1.3250364	-0.106003016	-0.23618305	0.04652688	-0.42575765	-0.19605428	-0.08201862	-0.053750418	0.08027771	0.096566886	0.68886626	0.29724416	-0.006954419	0.11653367	-1.6347383	-1.422463	-1.1766601	-0.9646647	-1.1548856	0.053277966	1.4258369
254563_at	-0.6615114	4.033704	0.989913	2.1201675	-2.0821776	-2.091982	-0.35475448	-0.4350487	-1.1747245	0.63840455	1.1466315	1.3959713	-0.37937853	0.38194826	0.22065796	0.022729741	-0.3407781	0.98325014	0.70088387	1.3903247	-0.50009406	0.4537066	-0.34049353	-0.25884265	-2.4504879	0.5078385	-0.26638156	0.36965066	-0.27396908	0.9023724	-0.39659384	0.18488854	0.32982767	0.23216833	-0.37902033	-0.44802213	-0.04274257	-1.0363631	-1.8893849	-0.7530849	1.687244	0.9410874	-0.011891308	0.08144075	0.10985899	-1.1230386	-1.1937557	-0.59285384	-1.864956	-1.0700263	-0.06795084	0.29621038	0.10101196	1.3633188	0.27239302	0.2693204	0.00812602	0.9492452	-0.059208132	-0.080885105	-0.07012304	-0.46084648	0.14648	-0.12550965	-0.14198618	0.075496316	-0.3375564	-0.07454509	0.17924118	0.34545487
262050_at	2.3915591	4.486714	0.03350057	1.7023165	1.5552554	1.5130038	-0.36638248	-0.3236638	2.8050382	2.4365125	-0.010586731	-0.36927566	-0.022015274	-0.002230783	-0.52443403	-0.2398178	0.2591776	0.001115254	-0.4009558	-0.3165076	-0.15955254	-0.3426177	-0.3895602	-0.2805624	-0.032123946	-0.7446985	-0.4668881	-0.3143859	0.31863806	-0.197998	-0.21177064	-0.29834756	-0.08174261	0.10244679	-0.16769297	-0.15972377	-1.7839209	-1.9834709	0.18579109	0.34240633	0.56885135	0.20206743	-0.14888757	-0.21019767	-0.20281455	0.41974866	0.49432942	-0.52108014	-2.6241117	-0.44566438	-0.40399942	0.03488053	-0.41840518	-1.3919384	-0.47628787	-0.099851124	-0.11887607	0.14116387	-0.38313997	-0.56103843	-0.46774682	-0.29273936	-0.3664425	-0.10899922	-0.23524456	-0.075609736	0.0273179	0.05543573	-0.08630308	-0.24696521
261248_at	1.7604983	5.6456738	-0.35391495	0.46727976	0.6751207	0.5781153	1.2806164	0.24683554	0.34244812	0.72658587	-0.792474	-0.012491214	-0.0970852	-0.111622676	0.08689786	-0.18329926	0.10073613	-0.23262894	0.504168	-0.20799798	-0.19533153	-0.27190644	-0.123017855	-0.32810158	-2.4500299	-0.5467886	0.04277521	-0.42966607	-0.99437284	-0.27055797	-0.05214114	-0.19804998	-1.2341478	-0.49119166	-0.0696445	-0.058568574	-0.19647467	-0.12172539	-0.37614986	0.18049282	3.0234518	-0.081326	-0.17972827	0.11065652	-0.32727724	-1.2732972	-0.20631903	-0.9603509	-1.7136617	1.9540161	-0.08634287	-0.425186	-0.09103874	-0.27284515	-0.29667723	-0.25321355	-0.24394037	-0.32812735	-0.3067777	0.28234196	-0.1427672	-0.2102451	-0.042369787	-0.3508985	-0.15865782	0.09049175	0.16779515	0.07446037	0.060017396	-0.051046632
261937_at	3.4234319	4.528204	0.58464515	0.802948	1.2026612	1.5957135	-0.5420305	-0.11113093	-0.73226887	0.019824728	0.3199746	-0.26818356	-0.2882156	0.10311904	-0.35826272	0.42794004	-0.001750629	0.108386636	-0.36112526	-0.3286826	-0.28763238	-0.44271988	-0.30138046	-0.5878336	-2.6916516	0.9838954	-0.85728055	-0.952976	-0.41775426	0.55370444	-0.17896031	0.28174904	0.067276254	-0.7348374	0.21244873	-0.90194404	-0.3479643	-0.5275194	-0.81119835	-0.17102881	2.605351	-0.13749844	-0.07875951	-0.64952886	-0.1424698	-1.2087322	0.1670967	-1.1530311	1.0078005	-0.6310429	-0.71529645	-0.26539722	-0.4716446	-0.62774396	-0.10929506	-0.520031	-0.1625976	-1.0763412	-0.41298074	0.5830337	0.15421508	0.22331114	-0.25850773	-0.6672377	0.10815649	0.4439387	0.421168	0.48072183	0.6366728	0.44507998
253416_at	1.9374281	4.501657	-0.029259533	1.1482109	0.3712539	0.7768051	0.46499857	0.80081373	0.32903823	0.26162007	-1.2958777	-1.0707762	0.2929811	0.06970969	-0.7525127	-0.46479204	0.21159738	0.057126723	0.3206537	-0.3895076	0.071170926	0.45407856	0.22697629	-0.70455974	2.1381483	0.028121263	-0.95946825	-1.2978591	0.013083031	0.08263891	-0.950666	-0.7800517	0.1446661	0.001219725	-2.1740477	-1.6867132	0.24076991	0.27223757	0.24076991	0.24076991	0.24076991	0.25305665	0.2419352	0.6695646	0.47872657	0.19509794	0.19792378	0.18673232	0.2705969	1.1728909	0.23499314	0.4290487	0.41748387	0.28351375	0.2358074	0.24571751	0.37420973	0.37107822	0.24020313	0.02477256	0.24126948	0.25398698	-0.033974394	-2.120215	-1.8133047	-1.5055956	-1.1007491	-0.5104966	-1.4655327	-1.8519646
264953_at	2.1501772	4.069828	-0.23177625	0.09520302	1.8515426	3.0108223	0.2859969	0.067664266	1.3509248	2.221705	-0.7870162	-0.9553835	0.11884599	-0.0180203	-0.54935044	-0.89678216	-0.24322459	0.05678844	0.051713746	-0.35989237	0.03096596	0.63805926	0.19673349	-0.81188256	-0.3443571	-0.1531769	-0.70946443	-1.3140321	0.3435426	0.4686707	-0.6544457	-0.65709126	-0.41357127	0.048253857	-1.6422106	-1.3399845	-0.08458127	-0.111018926	-0.19523616	-0.1607325	0.006091033	0.33047974	-0.09010613	-0.014347488	-0.11505527	-0.20835106	-0.13018994	0.707583	1.1155597	1.9138665	0.14393173	0.14235298	0.16022822	-0.20161639	0.04058799	0.08415394	0.31405705	0.033211168	0.10461815	-0.113156244	0.05212936	-0.16567212	-0.60595375	-1.0684628	-1.0038787	-1.1387545	-0.920403	-0.5843369	-1.3762283	-1.8365446
263497_at	0.83793706	2.6618276	0.5155795	3.5077672	1.7553532	2.203383	1.4708037	0.7447088	1.599229	2.273115	0.3138641	0.52088046	0.4295133	-0.20012785	-0.29236996	-0.2775708	-0.20795038	-0.8879606	0.11939775	-0.20474868	-0.47785565	-0.61419415	-0.39399657	-0.24419044	-1.2624593	-1.3861614	-0.22982913	-0.27104476	0.5998992	-0.7207973	-0.1103803	-0.23740172	-1.0686109	-0.054455504	-0.24227712	-0.23122361	-1.2257147	-1.5759739	-2.715454	-1.3653412	-0.18589412	0.035759225	-0.21826565	-0.2224555	-0.13268553	-0.53565013	-0.76257104	-0.10409285	0.028819516	2.6381416	-0.16478747	-0.24138914	-0.2501399	-0.29343438	-0.16224444	-0.33014926	-0.23467696	-0.16630404	-0.24809928	-0.1708098	-0.16324766	-0.12004225	-0.22106801	-0.12586978	-0.13938949	-0.14448056	-0.14950585	-0.07717565	-0.124482475	-0.06897799
256114_at	1.0662619	3.8532233	1.0792383	3.0962307	2.3700838	2.9292023	1.7648886	1.0331409	1.47485	2.3485987	0.46299833	0.7185918	-0.21770878	-0.27644992	-0.22624741	-0.5330321	-0.3130352	-0.42550498	-0.16251574	-0.5145263	-0.3107025	-0.49725813	-0.24536404	-0.6629596	-0.5084495	-0.51491386	-0.41435578	-0.5808347	-0.25712618	-0.44435966	-0.5348283	-0.61292315	-0.18920286	-0.36493045	-0.51046604	-0.73634666	-0.6611093	-0.66300005	-1.385521	-1.2353852	-0.22709206	0.04341361	-0.3836719	-0.35882258	-0.41283268	-0.42554027	-0.48491618	-0.64740145	-0.12243149	1.5259423	-0.1185558	-0.593433	-0.24550341	-0.50271416	-0.20639019	-0.4441849	-0.2620781	-0.676552	-0.29824	-0.5376838	-0.28726098	-0.29126975	-0.386771	-0.17593673	-0.32502726	-0.3796773	-0.26513636	-0.24168168	-0.23968494	-0.2271172
259789_at	-0.78534627	3.9675717	0.01866099	2.0154698	1.1391383	3.6875846	0.48002863	0.15230887	0.85095763	3.1057644	-0.11447393	0.2757041	0.16841681	0.6354599	-0.23909885	-0.17979723	-0.10137727	-0.046830777	-0.11164415	-0.09836034	0.1086045	-0.33177307	-0.35952187	-0.08117272	-1.9894729	-0.5253777	-0.21579668	-0.31699038	0.18601768	0.09101198	-0.23196556	-0.09899006	0.11216697	-0.15899387	-0.22584525	-0.2306126	-1.1543273	-1.611837	-1.8815255	-0.823551	0.08766591	0.28266528	-0.17982961	-0.2661149	-0.08310984	-1.0651748	-1.1933035	-0.40798053	-0.86879075	2.0568166	-0.14144255	-0.5112949	-0.2015898	-0.54815817	0.046242997	0.29435444	0.004432637	-0.29227954	-0.23840939	-0.097461596	-0.16684167	0.31522575	-0.35194662	-0.17397462	-0.27827063	-0.21254905	-0.1610818	-0.23584361	-0.23164667	-0.26049367
248337_at	0.79487455	2.691727	2.3375275	3.2178638	1.2618994	1.9384187	2.1725628	2.0553641	1.1717876	1.8491118	1.2306551	1.9256839	-0.44938445	-0.3316085	0.14930372	-0.4421857	-0.41265863	-0.31477278	-0.19228943	-0.7167385	-0.75258285	-0.31435716	-0.70178586	-0.12815624	-0.68513805	-0.54227144	-0.14290266	0.44115728	-0.19837596	-0.5348794	-0.31990492	-0.3422382	-0.4690921	-0.37558514	0.010519849	-0.6309014	-1.2546084	-1.0398009	-1.8149595	-0.7086434	0.45421228	0.18589056	-0.41674936	-0.25344673	-0.38098598	-0.45626187	-0.51820576	-0.5352484	-0.23797779	1.843162	0.2085201	-0.49086148	-0.5468029	-0.5834681	-0.57684803	-0.6197714	-0.46661535	-0.23603424	-0.6475192	-0.3879807	-0.5038574	-0.191784	-0.37356734	-0.42849594	-0.5340961	-0.59580415	-0.58421975	-0.5545472	-0.44978994	-0.5534814
246481_s_at	-0.10358978	2.8090298	1.5669028	1.6557841	0.5387431	2.4875026	2.2310314	1.6121188	0.5567279	2.572216	1.9857906	1.6402208	0.021127967	-0.004315297	1.3874129	-0.5114084	-0.39101535	-0.51575834	0.4057785	-0.4404089	-0.6375452	0.060116265	-0.7803618	-0.15329298	-1.3924973	-0.8132424	0.24198799	-0.2177985	0.22198832	-0.044071797	0.33643046	-0.46655625	-0.60633415	-0.09718744	0.35597506	-0.17609651	-1.323946	-1.2987195	-1.8838719	-1.6606907	-0.41360462	-0.22102614	-0.28827757	-0.34164134	-0.35754395	-0.6423707	-1.3345678	-0.22758825	-0.042321805	2.0596983	-0.17184107	-0.5936652	-0.42093372	-0.7856814	-0.40314853	-0.41586548	-0.4035254	-0.4333744	-0.43427107	0.41636723	-0.34260777	-0.32656494	-0.4239686	0.005232994	-0.582296	-0.4946683	-0.5083543	-0.18281627	-0.46413442	-0.39281598
265480_at	-0.3446325	3.2724335	1.2186947	2.2744646	0.63531303	2.537932	1.8392822	1.6204472	0.671918	2.3333979	1.40009	1.6549255	-0.17674603	0.34279987	-0.12459239	0.001403603	-0.4459436	0.201422	-0.1932279	-0.33633736	-0.4267843	-0.3097053	-0.22739011	0.45704857	-1.9699452	-0.51600516	-0.15140912	1.1478649	-0.15506326	-0.5849026	0.004578935	-0.40189338	-0.119885206	-0.20770031	0.14941661	-0.3800034	-0.90155655	-0.6001992	-1.3425372	-0.3039662	0.7917004	0.35127646	-0.08347224	-0.029795937	-0.025253842	-0.9513218	-0.96793896	-0.3024873	-0.5703504	1.4959719	0.31926283	-0.38286513	-0.10238248	-0.15192586	-0.1010962	-0.15336388	-0.1273355	-0.6307014	-0.11270091	-0.5451209	-0.15575464	-0.20685029	-0.2457473	-1.175701	-0.9863391	-1.0349787	-1.2335879	-0.9280462	-1.6231953	-1.6729052
246922_at	0.70296896	4.408799	1.3217024	1.9343839	2.5085402	2.1013498	1.1035874	1.0814285	0.5814265	0.19743194	-0.93536186	-0.080184735	-0.21243992	-0.23434244	0.066997916	-0.21467313	-0.23836638	-0.32571623	0.008861802	-0.33517957	-0.218517	-0.45771003	0.34831345	-0.16499272	-0.45950496	-0.33958253	0.17083618	0.49452716	-0.036555447	0.09216008	-0.002406637	-0.19117251	-0.33404145	-0.39321795	0.3656683	-0.5244512	-0.23151848	-0.12671304	-0.34122404	-0.12671304	0.8489932	0.22779879	-0.117152706	-0.12958053	-0.10845277	0.07287094	-0.15287812	0.554589	-0.10280317	1.3860896	-0.002930798	0.18921477	0.17290784	0.15328231	0.028518321	-0.116463244	-0.14252684	-0.10490836	-0.27359566	-0.39866546	-0.15998806	0.010342503	-0.07711833	-2.0668416	-1.8300158	-1.7350903	-1.7698133	-1.4434059	-1.826817	-2.0499573
258735_at	-0.094175614	3.831797	0.59324783	1.9016376	0.45421475	2.5182688	0.5251328	0.9532062	0.42380854	1.7033391	-0.29662716	0.35226366	0.03416731	0.14027329	-0.028315851	0.06827572	-0.03961076	-0.09914413	-0.118497305	-0.32517505	-0.16241404	-0.09406731	0.21593954	0.28863463	-1.5035022	-0.19163169	0.37563807	0.86232597	0.3450549	-0.10840167	0.2558331	0.124405615	0.5535914	-0.9277093	0.36782712	-0.8599038	-0.35417008	-0.689496	-1.3728603	-2.2347195	0.070177265	0.25987846	0.21632038	0.17088178	0.2574633	-0.7969698	-1.3073152	-0.08629085	1.0661944	1.7136462	0.3365044	-0.12641558	0.15683784	0.010505477	0.19047609	0.0661421	-0.014590916	-0.01717793	0.24078749	0.39120576	0.18904224	0.23892674	0.16099137	-1.6126273	-0.6302103	-0.8381176	-1.3816574	-2.1113434	-2.1966276	-2.005098
258139_at	3.7805915	3.600274	2.1227427	1.6047795	2.6601017	2.2096713	-0.29027855	-0.90748245	2.1331022	1.4336809	0.40706754	-0.5075211	0.4588399	-0.4213926	-0.7410545	-0.58553314	-0.1569795	-0.5162122	-0.58633685	-0.43251222	-0.12913828	-0.40883148	-0.27520743	-0.42568812	-0.49929318	-1.3231468	-0.47360823	-0.09329922	-0.24700168	-0.76232475	-0.50535333	-0.74680924	-0.75938046	-0.32972836	-0.6923419	-0.7755778	-0.41581017	-0.33838955	-0.5081471	-0.5212539	-0.6881956	-0.23669808	-0.22549771	-0.126862	-0.44041768	-0.28934604	-0.71427476	-0.22285686	0.05097651	1.5572807	0.7502669	-0.30497116	-0.21118642	-0.2924929	-0.3293672	-0.20844437	-0.23774031	-0.34628454	-0.2217713	-0.3863875	-0.5969058	-0.18678294	-0.5589224	-0.081861965	-0.11264531	-0.18311226	-0.011778742	-0.07826951	0.024159122	-0.12482717
245749_at	2.658669	4.684934	1.9612229	3.4797409	1.9364735	1.0058917	0.084661864	-0.2749241	1.1699123	1.2570914	-0.17745306	-0.251189	-0.08200918	-0.25424746	-0.1736985	-0.32478777	-0.088891596	-0.3375116	-0.3211572	-0.40010294	-0.5208883	-0.1836251	-0.22189285	-0.3170903	-1.4455019	-0.2934214	-0.338369	-0.3262205	0.064400844	-0.38504383	-0.21460532	-0.20358059	-0.9130575	-0.28691804	-0.35284507	-0.4326246	-0.86103076	-0.7338042	-1.4790092	-0.3979004	1.5854337	0.8561003	-0.28116465	-0.26762733	-0.247092	-0.7756999	-0.18642151	-0.43759546	-0.4115189	0.9833444	-0.27078718	-0.3414586	-0.31749895	-0.37905553	-0.2989551	-0.38504964	-0.32788047	-0.2727376	-0.30357668	-0.23930715	-0.37126622	-0.2607105	-0.3630676	-0.37920496	-0.38563204	-0.2883348	-0.33199427	-0.3262058	-0.2613637	-0.4232691
264787_at	2.148428	4.8356376	0.9198908	2.1765578	1.7838453	2.1781695	0.12560865	-0.08980519	1.2144359	2.3154259	-0.62799805	-0.43734384	0.000373	-0.03067086	-0.29047674	-0.4319325	0.004721663	0.2518814	-0.26346552	-0.04980007	-0.2566361	0.6359299	-0.25954124	-0.39493534	-0.36649173	0.40379894	-0.12928642	-0.04193195	0.21627226	0.17345625	-0.32302374	0.1366243	-0.13465305	-0.3472266	-0.2681917	-0.41731367	-0.88652533	-1.150829	-2.0883424	-1.0789142	0.42815173	0.014524641	-0.15237355	-0.33023512	-0.16608593	-0.47692448	-0.31080645	-0.4223387	0.14609666	1.8048266	-0.0888199	-0.27658483	-0.37102893	-0.24081485	-0.46505633	-0.4049822	-0.25868767	-0.33282825	-0.23331724	-0.6143261	-0.3951544	-0.116680235	-0.29215503	-1.2497928	-0.80585885	-0.7054361	-0.83177096	-0.75560516	-0.66840726	-0.5832502
259570_at	1.4608128	3.3462489	1.0008123	2.1058946	1.4848685	2.7024512	0.84976804	1.1687984	1.085185	2.2985811	-0.47880715	0.787787	0.024331193	0.06317957	-0.22643454	-0.2866517	-0.06955098	-0.22845556	-0.4672543	-0.67120415	-0.1991068	-0.014079533	-0.06338024	-0.1399813	-0.83194727	-0.33884674	0.023109159	0.62453985	-0.23099186	-0.000163	-0.34128717	-0.28827697	0.06160618	-0.07154729	0.053036913	-0.13793562	-0.31695512	-0.2545713	-1.0230185	-0.21225451	0.85481083	0.4987856	-0.15458497	-0.081811585	-0.20559956	-0.46224454	-0.88004977	-0.4797938	1.2519987	1.4710671	0.070688516	-0.09304278	-0.17639966	0.06488704	-0.23513117	-0.27961284	-0.24743052	-0.12327142	-0.07344989	-0.5912474	-0.3597039	0.1153896	-0.100598976	-1.884064	-1.6435738	-1.569051	-1.5536377	-1.9340676	-1.9242675	-1.5233026
259516_at	1.7384621	3.4422302	1.8846302	2.1131	1.7623229	2.762378	1.4882065	0.83087146	1.5131954	2.7132971	0.31033725	0.7490824	-0.33670658	0.013906105	-0.24954693	-0.39657113	-0.21665888	-0.13945	-0.20226419	-0.2233834	-0.24794644	0.12454717	-0.16139743	-0.22912121	-0.63452625	-0.3641858	-0.24984887	0.114142016	-0.468509	-0.0795475	-0.5775139	-0.34793317	-0.44596937	-0.45373818	-0.33998376	-0.59250146	-0.9422103	-0.9823243	-1.3998898	-0.26689252	0.34789172	0.07634918	-0.2896053	-0.25510082	-0.19848381	-0.6205576	-0.71256214	-0.56557566	0.6353236	1.5443757	0.243247	-0.16143109	-0.43972448	0.011555687	-0.3545193	-0.37127513	-0.31847847	-0.1297444	-0.3152907	-0.44994086	-0.5340475	-0.1481146	-0.17698376	-1.8505944	-1.5226756	-0.9292248	-0.6722839	-0.91420555	-1.1631461	-0.7772653
259426_at	1.3192974	3.2733634	1.5774572	2.9960494	1.9095646	2.3336973	1.2308141	0.6621829	1.5712899	2.0605156	0.02479427	0.7181642	0.058372352	-0.35818145	-0.2810806	-0.4579594	-0.110301435	-0.06379766	-0.08416845	0.42055395	-0.6006791	0.061395463	-0.53247225	-0.21631917	-0.17482583	-0.6177985	-0.07935983	0.086606815	-0.024516772	-0.3806052	-0.66695976	-0.14020354	-0.5174588	-0.04913987	-0.4925283	-0.19328679	-0.04629467	-0.3048284	-1.4905893	-0.37818757	0.48643216	0.2776493	-0.27398363	-0.33313695	-0.21054515	-0.45431677	-0.19363791	-0.4246475	0.8714949	2.0861547	-0.08063182	-0.21323106	-0.3933201	-1.4138342	-0.4848534	-0.44622144	-0.34220985	0.22450107	-0.36127764	-0.7124448	-0.47792852	-0.0759001	-0.24391513	-1.6306522	-1.5040683	-1.3996185	-1.2244998	-1.1642337	-1.0776396	-0.8520605
252102_at	2.0704138	3.8425572	0.7589671	1.1388955	2.341912	3.4733968	0.60863954	0.84003	1.7265282	2.5498738	0.12874742	0.7031855	-0.05109316	-0.37710026	-0.048242617	-0.3723333	-0.74455184	-0.54050976	-0.3930241	-0.53319347	-0.6660041	0.14630057	-0.5051418	-0.10495767	0.08408467	-0.6097916	-0.33588824	0.03601532	0.30883747	-0.32618552	-0.32193875	-0.17207646	-1.0221938	-0.618181	-0.58972126	-0.497646	-0.71270543	-0.656272	-1.2775537	-0.5213519	0.5791722	-0.09046714	-0.5079589	-0.37592226	-0.45380804	-0.25297272	-0.61126643	-0.24488515	1.0086379	1.8234699	-0.08356276	-0.02479282	-0.7066771	-0.4826641	-0.7310871	-0.56928444	-0.6686424	-0.020966826	-0.56170905	-0.43514544	-0.736419	-0.13971719	-0.3401603	-0.57812953	-0.5931823	-0.6280077	-0.5938835	-0.5695713	-0.59064585	-0.5804778
264989_at	2.4304824	3.7520413	0.46658078	1.6832461	3.123096	2.5625272	0.8160962	0.92330223	1.794251	1.6315507	1.432496	0.31483334	-0.25018448	-0.37003633	0.11231135	-0.39415002	-0.49970493	-0.29711077	-0.31517753	-0.74437344	-0.24047463	-0.35420117	-0.1910369	-0.17454475	-0.20661055	-0.6735105	-0.041084405	0.19282481	-0.58948725	-0.33488363	-0.22839886	-0.7686127	-0.060202293	-0.56093764	-0.5045761	-1.018248	-0.59238505	-0.29618838	-0.5093912	-0.5949525	-0.13705026	-0.5764587	-0.6108317	-0.28847617	-0.3417697	-0.09506575	-0.35790092	-1.1326776	0.55887586	2.1917315	-0.07250941	-0.49692133	-0.7877347	0.19741587	-0.37003386	-0.297816	-0.51079434	-0.24870875	-0.22385642	-0.49574903	-0.78316575	-0.5779757	-0.14229408	-0.44626895	-0.32845688	-0.46137547	-1.0935296	-1.0768967	-0.9523645	-0.4665163
264000_at	2.3148446	3.8082643	1.5970708	2.1672604	1.3775277	2.1101162	0.17935778	0.029623745	0.27459335	1.7857491	2.3242078	1.2332351	-0.7148092	-0.08002605	-0.43803874	-0.35285112	-0.33901733	0.57887274	-0.23581497	-0.1427389	-0.07085824	0.73634493	-0.38625675	-0.3173944	0.57313967	0.13493302	-0.31407586	-0.37109733	-0.04740835	-0.044582367	-0.42550176	0.09862368	-0.37176406	-0.17531702	-0.4841475	-0.46182212	-0.65361124	-1.1762706	-1.5089675	-1.3812175	-1.040283	-1.2080357	-0.1785942	-0.41952154	-0.36162332	0.7837162	-0.01826195	-0.45662513	1.0736971	1.1508133	0.24608816	-0.3691106	-0.45485502	-0.31085342	-0.5427896	0.049191058	-0.23014286	-0.058236063	0.24127308	-0.4618181	-0.27048224	-0.4280367	-0.21884154	-1.461951	-1.2453091	-1.2227945	-0.9957055	-0.9595605	-0.7285566	-0.73296636
263931_at	2.9067001	3.34966	1.7310121	1.1930282	1.4421364	2.3652196	0.39385515	0.5125197	0.5679994	0.7922853	1.9251529	1.477109	-0.025555218	-0.22775693	-0.26163563	-0.82250375	0.093388155	-0.032029275	-0.4689431	-0.35819048	0.014182284	0.6297837	0.51697767	-0.5060904	0.38052395	-0.0929685	-0.68609434	0.061387617	-0.6007631	0.1681882	-0.13143085	-0.15843274	-0.027409643	-0.30503148	-0.48378795	-0.93578756	-0.1491083	-0.44831637	-0.8136132	0.04976767	0.53721017	-0.507619	-0.3469538	-0.5032363	-0.59885937	0.15767802	0.24718127	0.23349355	0.86560035	-0.010573275	-0.15408292	-0.38666168	-0.31913987	0.63214636	-0.05602168	-0.56630397	-0.40345886	0.8916436	0.92159206	-0.8912394	-1.0079271	-0.47263962	-0.17221361	-1.7386334	-1.6126331	-1.5847642	-1.4830307	-1.5917307	-1.5536822	-1.5605686
259137_at	1.9025779	4.749959	0.77471197	2.5315394	1.4044814	1.75335	-0.4608483	-0.42723504	0.47256905	1.29483	1.7680365	1.0876218	-0.13987562	-0.5094036	-0.51034963	-0.27229595	-0.15471923	-0.56786144	-0.13609266	-0.40206236	0.001969996	1.0414965	-0.036879875	-1.0323576	0.23105502	-0.35019806	-0.44058365	-0.5963215	-0.5259011	-0.96487254	-0.33676755	0.2788116	0.13510862	-1.1499578	-0.42662814	-2.2731373	-0.24736184	-1.143571	-2.0994391	-1.0210614	0.60524523	-0.29067227	-0.06253455	-0.7866695	-0.3561605	0.9295155	-0.23815383	0.08000244	0.6602013	0.20662268	-0.23131484	0.26156592	-0.17639083	0.3187309	-0.0943849	0.121654004	-0.1570981	0.030834531	-0.18082663	-0.25665355	-0.35315138	-0.14547698	-0.43107453	-1.1899154	-0.539664	-0.13175158	-0.13385437	-0.24885556	-0.16342142	-0.24868411
248138_at	-0.029548487	4.0641975	-0.9496978	2.0022466	0.77266896	1.6209682	-0.14226758	0.69720703	0.020332707	0.71628046	-2.3959491	-1.5678571	0.18836808	0.07562874	-0.28619802	-0.50644517	0.3298242	0.036815353	-0.30236596	-1.3109092	0.40681672	1.2792124	0.015171735	-0.81996334	0.6247712	1.1514438	-0.1946633	-0.6597079	0.18615133	0.45643324	-0.25850618	-0.41865394	-0.20918964	-0.049309377	-0.97721183	-1.6504247	0.5379595	0.4022389	-2.4361851	-0.27053273	2.2812676	1.1567814	-0.21045232	-0.112532064	-0.23572804	1.4147722	1.4051447	-0.039156746	0.556147	-1.2040544	-0.25294897	0.39263213	-0.41466978	-0.31983188	0.06780007	-0.22618607	-0.18922117	-0.39965254	-0.5881384	0.5506242	0.08995903	0.65526927	-0.11106226	-0.83453864	-0.33928785	-0.3467898	-0.47932956	-0.49137467	-0.91009027	-1.014502
252885_at	-0.60313886	4.7819796	-0.24296439	0.978639	-0.77275676	-0.46974814	-0.56456095	-0.14293998	-0.6648992	-0.5718085	-2.8846831	-0.99842334	-0.35893252	0.9823148	0.2748299	0.56103224	0.23784603	0.58711857	0.4537299	0.13490526	0.12563263	0.93338746	0.5783958	0.36839935	-0.5402449	0.8130844	0.23700383	0.009803664	-0.5218709	0.07866672	0.1350366	0.08856242	0.77371347	-0.3202643	1.2003167	-1.7117636	0.04000699	-0.92404896	-2.0702918	0.2721773	2.6237164	0.840235	-0.16678308	-0.090893276	-0.04072028	-0.84575915	0.8578874	-0.06427989	-1.8490454	-2.2373059	0.042532608	0.024987955	-0.041036073	0.11775279	0.084363304	0.004667047	0.07332177	-0.06833735	0.03244064	-0.29919678	-0.1106794	-0.27473986	-0.1638425	0.26139536	0.4037515	-0.2557602	0.13081172	0.14334959	-0.013672327	0.5975959
